,YEAR,PREVAILING_WAGE
2402149,2012,0
1459477,2014,0
1425337,2014,0
2052707,2013,0
2300984,2012,0
2376399,2012,0
1456335,2014,0
2462293,2012,0
1611752,2014,0
1321154,2014,0
996322,2015,0
49113,2016,0
1038070,2015,0
1802621,2013,0
986853,2015,0
309691,2016,0
2385519,2012,0
2817677,2011,0
364336,2016,0
2084619,2013,0
150776,2016,0
16408,2016,0
1234117,2015,0
1493012,2014,0
288275,2016,0
1711883,2014,0
2286700,2012,0
350498,2016,0
1328362,2014,0
626730,2016,0
2828377,2011,0
2164615,2013,0
558378,2016,0
1498992,2014,0
2626851,2012,0
1947479,2013,0
2073007,2013,0
296064,2016,0
2165856,2013,0
367717,2016,0
1853994,2013,0
1091594,2015,0
2875161,2011,0
1377665,2014,0
1232533,2015,0
1007888,2015,0
879819,2015,0
24092,2016,0
2644524,2011,0
2709200,2011,0
2389826,2012,0
2993771,2011,0
2187732,2013,0
1906713,2013,0
366210,2016,0
1260857,2015,0
642594,2016,0
2756693,2011,0
1971737,2013,0
2001507,2013,0
2045741,2013,0
825144,2015,0
971754,2015,0
1069054,2015,0
2320325,2012,0
1924275,2013,0
433942,2016,0
1452496,2014,0
999309,2015,0
2958882,2011,0
812588,2015,0
130657,2016,0
1892420,2013,0
1759786,2014,0
1423437,2014,0
2702882,2011,0
2963290,2011,0
1733762,2014,0
2945413,2011,0
1904833,2013,0
1887693,2013,0
682032,2015,0
2203086,2013,0
2298152,2012,0
1079921,2015,0
926968,2015,0
1089462,2015,0
2111589,2013,0
2514239,2012,0
2265747,2012,0
763671,2015,0
134735,2016,0
846436,2015,0
1743411,2014,0
450855,2016,0
74627,2016,0
2293177,2012,0
1655167,2014,0
1535637,2014,0
1978872,2013,0
2122275,2013,0
1059376,2015,0
2203371,2013,0
2273331,2012,0
2054474,2013,0
1876867,2013,0
802292,2015,0
385308,2016,0
850996,2015,0
2141409,2013,0
1359633,2014,0
1525604,2014,0
1229468,2015,0
582211,2016,0
2507508,2012,0
1536338,2014,0
1835415,2013,0
2269089,2012,0
1150175,2015,0
2758712,2011,0
2658205,2011,0
2241062,2012,0
2081040,2013,0
1506063,2014,0
2633559,2012,0
990589,2015,0
2133518,2013,0
2271810,2012,0
2630655,2012,0
1110438,2015,0
2176972,2013,0
501576,2016,0
1737069,2014,0
726467,2015,0
2712697,2011,0
1480848,2014,0
2741241,2011,0
2925430,2011,0
690482,2015,0
614244,2016,0
834096,2015,0
1273582,2014,0
499150,2016,0
2963113,2011,0
2335562,2012,0
808950,2015,0
2242975,2012,0
652436,2015,0
2209952,2013,0
2876443,2011,0
1462435,2014,0
2001025,2013,0
1488637,2014,0
1591593,2014,0
1410252,2014,0
2111466,2013,0
1962774,2013,0
1650649,2014,0
396776,2016,0
2715957,2011,0
2221414,2013,0
2418090,2012,0
323376,2016,0
2109343,2013,0
1591489,2014,0
1498110,2014,0
1613656,2014,0
733598,2015,0
1908261,2013,0
2261184,2012,0
2646047,2011,0
2307122,2012,0
377730,2016,0
2164762,2013,0
2987768,2011,0
785308,2015,0
1678465,2014,0
772711,2015,0
242720,2016,0
2532481,2012,0
140261,2016,0
54773,2016,0
2889319,2011,0
2615206,2012,0
2687115,2011,0
1314020,2014,0
1947831,2013,0
2687163,2011,0
2535153,2012,0
2158476,2013,0
2042620,2013,0
2933673,2011,0
2243466,2012,0
2012573,2013,0
2837758,2011,0
1367864,2014,0
1929119,2013,0
850829,2015,0
558889,2016,0
496476,2016,0
676756,2015,0
1981038,2013,0
1273906,2014,0
1386611,2014,0
328693,2016,0
2151644,2013,0
2239786,2012,0
2353277,2012,0
1471209,2014,0
2894095,2011,0
676447,2015,0
114370,2016,0
96217,2016,0
2657245,2011,0
328562,2016,0
2135294,2013,0
2735701,2011,0
2845042,2011,0
1856149,2013,0
147539,2016,0
2749812,2011,0
2387171,2012,0
2694356,2011,0
1880236,2013,0
950177,2015,0
2266195,2012,0
949798,2015,0
1875031,2013,0
278251,2016,0
1332180,2014,0
1563520,2014,0
2674562,2011,0
1892854,2013,0
1222979,2015,0
5475,2016,0
953795,2015,0
2217191,2013,0
2858137,2011,0
978762,2015,0
2399454,2012,0
2128018,2013,0
2859927,2011,0
1699382,2014,0
804894,2015,0
2555971,2012,0
985383,2015,0
180064,2016,0
527730,2016,0
2832063,2011,0
1715897,2014,0
2293706,2012,0
1608920,2014,0
704496,2015,0
1387781,2014,0
2801085,2011,0
460167,2016,0
2095904,2013,0
495732,2016,0
2760212,2011,0
746454,2015,0
2108099,2013,0
2634745,2012,0
1569961,2014,0
434672,2016,0
2280380,2012,0
1089789,2015,0
2709879,2011,0
36612,2016,0
65473,2016,0
620743,2016,0
1305475,2014,0
185290,2016,0
1459629,2014,0
963962,2015,0
1968173,2013,0
14513,2016,0
117413,2016,0
2421318,2012,0
1596242,2014,0
2375165,2012,0
76624,2016,0
541652,2016,0
2016836,2013,0
1421204,2014,0
1552220,2014,0
874761,2015,0
1203692,2015,0
2680934,2011,0
156331,2016,0
2316192,2012,0
187784,2016,0
2332221,2012,0
2630026,2012,0
1191622,2015,0
1081077,2015,0
2648782,2011,0
1063982,2015,0
2991302,2011,0
2303065,2012,0
1500982,2014,0
2747817,2011,0
2952296,2011,0
2267152,2012,0
2901774,2011,0
2794555,2011,0
1277891,2014,0
2788860,2011,0
371273,2016,0
2928413,2011,0
2735511,2011,0
2948005,2011,0
1063060,2015,0
226371,2016,0
858295,2015,0
2360888,2012,0
280461,2016,0
2517397,2012,0
606675,2016,0
2089810,2013,0
1855238,2013,0
1609516,2014,0
916761,2015,0
2208135,2013,0
1916369,2013,0
2468607,2012,0
443141,2016,0
1980684,2013,0
2984364,2011,0
2745010,2011,0
1382155,2014,0
1124849,2015,0
1947046,2013,0
1549587,2014,0
425813,2016,0
571699,2016,0
1899159,2013,0
765160,2015,0
2851730,2011,0
1604204,2014,0
1881088,2013,0
201616,2016,0
1357401,2014,0
2947833,2011,0
2814731,2011,0
617494,2016,0
40270,2016,0
908549,2015,0
1797514,2013,0
2232925,2012,0
2628885,2012,0
1228995,2015,0
1245212,2015,0
2148694,2013,0
823404,2015,0
1547423,2014,0
690577,2015,0
2839360,2011,0
112030,2016,0
2463898,2012,0
1613526,2014,0
2633060,2012,0
1083260,2015,0
1723448,2014,0
928251,2015,0
1094571,2015,0
258035,2016,0
2357832,2012,0
2722538,2011,0
1823272,2013,0
2345422,2012,0
1774154,2014,0
1318271,2014,0
2816157,2011,0
1899098,2013,0
2255121,2012,0
439815,2016,0
1229556,2015,0
2376040,2012,0
1958979,2013,0
1929507,2013,0
79789,2016,0
570664,2016,0
165060,2016,0
2913773,2011,0
1748083,2014,0
1492008,2014,0
1204042,2015,0
787883,2015,0
533878,2016,0
169358,2016,0
48301,2016,0
667421,2015,0
1255567,2015,0
2317770,2012,0
910846,2015,0
939015,2015,0
1013660,2015,0
2076773,2013,0
51230,2016,0
976254,2015,0
1835679,2013,0
1253879,2015,0
402912,2016,0
112646,2016,0
1315648,2014,0
1275335,2014,0
1290062,2014,0
1645278,2014,0
1837460,2013,0
992623,2015,0
1848804,2013,0
2802799,2011,0
1427616,2014,0
514082,2016,0
1430162,2014,0
146528,2016,0
2924910,2011,0
2320985,2012,0
4207,2016,0
1219761,2015,0
744153,2015,0
816564,2015,0
2847070,2011,0
1355485,2014,0
2975574,2011,0
2370632,2012,0
2681744,2011,0
1458888,2014,0
1869863,2013,0
1332822,2014,0
298205,2016,0
51791,2016,0
1486672,2014,0
938767,2015,0
1945924,2013,0
2699307,2011,0
2595098,2012,0
1168754,2015,0
1223996,2015,0
453908,2016,0
1089530,2015,0
313408,2016,0
2262981,2012,0
682833,2015,0
525600,2016,0
635751,2016,0
969049,2015,0
2251801,2012,0
774944,2015,0
2232519,2012,0
2950272,2011,0
3002319,2011,0
1370090,2014,0
2257997,2012,0
2108242,2013,0
1499475,2014,0
2772396,2011,0
1458313,2014,0
2019391,2013,0
2730550,2011,0
2513151,2012,0
188235,2016,0
2216109,2013,0
1731240,2014,0
349582,2016,0
675006,2015,0
1652965,2014,0
2356540,2012,0
2080694,2013,0
393486,2016,0
2877924,2011,0
2388393,2012,0
568605,2016,0
592149,2016,0
1110605,2015,0
781933,2015,0
1004789,2015,0
2931660,2011,0
2889655,2011,0
295350,2016,0
180566,2016,0
2294200,2012,0
2355289,2012,0
2960071,2011,0
587475,2016,0
423963,2016,0
2720470,2011,0
1061331,2015,0
1886293,2013,0
1749043,2014,0
2624842,2012,0
1388343,2014,0
400147,2016,0
743581,2015,0
2230440,2012,0
2630897,2012,0
452379,2016,0
2039767,2013,0
2468076,2012,0
711533,2015,0
2577244,2012,0
2904630,2011,0
758195,2015,0
1026160,2015,0
1092016,2015,0
2845360,2011,0
2536496,2012,0
2140947,2013,0
919140,2015,0
1042028,2015,0
2392350,2012,0
1600111,2014,0
503552,2016,0
741511,2015,0
375127,2016,0
2039131,2013,0
733858,2015,0
1456958,2014,0
492828,2016,0
2935862,2011,0
2773255,2011,0
618921,2016,0
2281016,2012,0
734586,2015,0
2460546,2012,0
1392677,2014,0
2346859,2012,0
689071,2015,0
1986760,2013,0
2776551,2011,0
995182,2015,0
2003405,2013,0
2630045,2012,0
2320476,2012,0
773579,2015,0
270724,2016,0
2204165,2013,0
1263481,2015,0
2473582,2012,0
2463029,2012,0
1006329,2015,0
428176,2016,0
2605597,2012,0
585894,2016,0
315140,2016,0
2730242,2011,0
716966,2015,0
1406128,2014,0
921464,2015,0
1371345,2014,0
715868,2015,0
2113397,2013,0
2050046,2013,0
2218350,2013,0
2731717,2011,0
2281037,2012,0
475273,2016,0
1724887,2014,0
1575544,2014,0
1864622,2013,0
380799,2016,0
478495,2016,0
1949916,2013,0
2036245,2013,0
2572825,2012,0
1631166,2014,0
2165483,2013,0
799194,2015,0
2786243,2011,0
2439765,2012,0
2359266,2012,0
293947,2016,0
1232587,2015,0
751082,2015,0
1041408,2015,0
2361216,2012,0
1357131,2014,0
261385,2016,0
2563068,2012,0
2824295,2011,0
726764,2015,0
536054,2016,0
1108593,2015,0
2460457,2012,0
2553635,2012,0
1954842,2013,0
1308650,2014,0
1184973,2015,0
1938859,2013,0
2381558,2012,0
2672732,2011,0
1663025,2014,0
2368024,2012,0
111639,2016,0
1033589,2015,0
2060491,2013,0
1938974,2013,0
987709,2015,0
2339000,2012,0
2009231,2013,0
2149463,2013,0
2569365,2012,0
768854,2015,0
1070597,2015,0
122514,2016,0
2626114,2012,0
609156,2016,0
1654774,2014,0
2442228,2012,0
879984,2015,0
1487288,2014,0
2931940,2011,0
2093075,2013,0
2782484,2011,0
148715,2016,0
2365472,2012,0
1489603,2014,0
2292671,2012,0
1213029,2015,0
2469247,2012,0
2595847,2012,0
2959553,2011,0
1612041,2014,0
1186817,2015,0
1317265,2014,0
2509984,2012,0
812737,2015,0
483239,2016,0
420726,2016,0
2072949,2013,0
905120,2015,0
2859605,2011,0
1248430,2015,0
480236,2016,0
541864,2016,0
2647370,2011,0
2426413,2012,0
1401096,2014,0
2527995,2012,0
2169112,2013,0
555024,2016,0
2692968,2011,0
2974568,2011,0
2852207,2011,0
1525407,2014,0
2118342,2013,0
1576995,2014,0
2108877,2013,0
2010231,2013,0
42960,2016,0
2293752,2012,0
2868777,2011,0
2067008,2013,0
2662068,2011,0
440113,2016,0
1696403,2014,0
460681,2016,0
1799528,2013,0
1661228,2014,0
1609692,2014,0
2373740,2012,0
2138406,2013,0
447601,2016,0
65833,2016,0
35337,2016,0
1011182,2015,0
116366,2016,0
587079,2016,0
1985916,2013,0
2370182,2012,0
371458,2016,0
1499124,2014,0
2876737,2011,0
1134145,2015,0
1906651,2013,0
1867334,2013,0
2340788,2012,0
2250972,2012,0
754314,2015,0
2831852,2011,0
1181602,2015,0
1247539,2015,0
1164287,2015,0
815626,2015,0
712536,2015,0
2619283,2012,0
957581,2015,0
416840,2016,0
2748876,2011,0
828522,2015,0
2118188,2013,0
223836,2016,0
1893516,2013,0
2966076,2011,0
1232951,2015,0
486289,2016,0
1788045,2013,0
748946,2015,0
939226,2015,0
2272747,2012,0
2147608,2013,0
1625263,2014,0
1454253,2014,0
1779571,2014,0
1965281,2013,0
2388547,2012,0
1634049,2014,0
491519,2016,0
2021612,2013,0
1921644,2013,0
1246764,2015,0
1651529,2014,0
2829954,2011,0
615122,2016,0
2451156,2012,0
288682,2016,0
1097476,2015,0
288826,2016,0
1152673,2015,0
254233,2016,0
2684686,2011,0
221034,2016,0
1064795,2015,0
751714,2015,0
2570357,2012,0
2844563,2011,0
1559730,2014,0
45605,2016,0
566341,2016,0
2413409,2012,0
2565914,2012,0
1155746,2015,0
2667491,2011,0
1077370,2015,0
2337835,2012,0
1262467,2015,0
1236946,2015,0
2519594,2012,0
2044909,2013,0
1614092,2014,0
920179,2015,0
871464,2015,0
196508,2016,0
1007892,2015,0
773043,2015,0
949723,2015,0
1418917,2014,0
736403,2015,0
16294,2016,0
2426438,2012,0
330579,2016,0
2389907,2012,0
1841131,2013,0
2747778,2011,0
1513269,2014,0
134546,2016,0
536042,2016,0
1576696,2014,0
94292,2016,0
2095506,2013,0
912396,2015,0
379575,2016,0
1458654,2014,0
2058673,2013,0
948706,2015,0
2843769,2011,0
1693189,2014,0
2947535,2011,0
1541726,2014,0
1611056,2014,0
1111226,2015,0
432059,2016,0
2023532,2013,0
407362,2016,0
415345,2016,0
1865916,2013,0
1599326,2014,0
1346805,2014,0
47948,2016,0
2761301,2011,0
1211446,2015,0
2995162,2011,0
2296873,2012,0
1651137,2014,0
2741889,2011,0
1229125,2015,0
438698,2016,0
2506507,2012,0
989862,2015,0
1432257,2014,0
596235,2016,0
2058872,2013,0
547060,2016,0
895302,2015,0
1141283,2015,0
1741236,2014,0
1656778,2014,0
907366,2015,0
1990974,2013,0
2960384,2011,0
694206,2015,0
2211846,2013,0
901383,2015,0
1990157,2013,0
628374,2016,0
2390369,2012,0
2687291,2011,0
2409709,2012,0
1252330,2015,0
2864460,2011,0
2769297,2011,0
162791,2016,0
1104995,2015,0
339118,2016,0
2560622,2012,0
736922,2015,0
2970234,2011,0
2999104,2011,0
752257,2015,0
106490,2016,0
1943985,2013,0
2063099,2013,0
827644,2015,0
1817061,2013,0
1534109,2014,0
824277,2015,0
2755225,2011,0
1558823,2014,0
1489220,2014,0
1782207,2014,0
1814963,2013,0
562730,2016,0
2027566,2013,0
2825972,2011,0
1807491,2013,0
1147738,2015,0
78425,2016,0
1624769,2014,0
641673,2016,0
571070,2016,0
2270262,2012,0
428968,2016,0
800680,2015,0
1309553,2014,0
2166206,2013,0
651010,2015,0
511623,2016,0
2321125,2012,0
106071,2016,0
659851,2015,0
194976,2016,0
2940582,2011,0
1625799,2014,0
2607308,2012,0
2032958,2013,0
1753450,2014,0
1944023,2013,0
1553857,2014,0
1427267,2014,0
2711556,2011,0
598005,2016,0
2377496,2012,0
2971765,2011,0
2675136,2011,0
2063368,2013,0
2764578,2011,0
2352771,2012,0
1479245,2014,0
1740521,2014,0
1366345,2014,0
1220694,2015,0
2593999,2012,0
1415085,2014,0
800183,2015,0
2429688,2012,0
2136374,2013,0
104378,2016,0
1987954,2013,0
1734895,2014,0
2043534,2013,0
1982868,2013,0
2657762,2011,0
2692143,2011,0
902935,2015,0
769565,2015,0
1254065,2015,0
1126090,2015,0
1038188,2015,0
2146844,2013,0
1585121,2014,0
2074606,2013,0
1497154,2014,0
1234583,2015,0
2702026,2011,0
276788,2016,0
2765062,2011,0
761560,2015,0
2521985,2012,0
2603953,2012,0
1117643,2015,0
625447,2016,0
1479342,2014,0
2879540,2011,0
2027524,2013,0
2521331,2012,0
1241884,2015,0
404518,2016,0
2019976,2013,0
1068606,2015,0
244337,2016,0
1647077,2014,0
336031,2016,0
2977242,2011,0
2883966,2011,0
1129197,2015,0
1477144,2014,0
127352,2016,0
674545,2015,0
1185520,2015,0
1204324,2015,0
1439471,2014,0
2475834,2012,0
2179477,2013,0
2146711,2013,0
2490020,2012,0
552719,2016,0
1147010,2015,0
169721,2016,0
686851,2015,0
2123913,2013,0
659375,2015,0
188166,2016,0
2125825,2013,0
2414488,2012,0
1785667,2014,0
2226165,2013,0
1139545,2015,0
1257678,2015,0
2321810,2012,0
765901,2015,0
52792,2016,0
2676525,2011,0
1019829,2015,0
1272870,2014,0
2697211,2011,0
641808,2016,0
1149307,2015,0
1865455,2013,0
1144016,2015,0
2471752,2012,0
2706074,2011,0
1886407,2013,0
2868799,2011,0
2086485,2013,0
1654771,2014,0
133108,2016,0
1479009,2014,0
1969410,2013,0
1299031,2014,0
1815355,2013,0
1549371,2014,0
2856780,2011,0
2208656,2013,0
303121,2016,0
1565729,2014,0
2527127,2012,0
2589062,2012,0
2097463,2013,0
1466247,2014,0
1909514,2013,0
2532007,2012,0
2728901,2011,0
1885310,2013,0
2833497,2011,0
2316553,2012,0
118214,2016,0
2479463,2012,0
599493,2016,0
1525189,2014,0
23369,2016,0
935234,2015,0
2770611,2011,0
2554849,2012,0
2479675,2012,0
2270885,2012,0
424881,2016,0
362962,2016,0
3522,2016,0
2956048,2011,0
516971,2016,0
1203079,2015,0
644996,2016,0
2432432,2012,0
448865,2016,0
1517277,2014,0
744552,2015,0
2519696,2012,0
1968271,2013,0
2652140,2011,0
1326382,2014,0
1763881,2014,0
141496,2016,0
443047,2016,0
305795,2016,0
2669622,2011,0
1946462,2013,0
2347430,2012,0
2329439,2012,0
2554722,2012,0
1201955,2015,0
306333,2016,0
127019,2016,0
1107407,2015,0
234421,2016,0
1564473,2014,0
332714,2016,0
1064794,2015,0
2307963,2012,0
2702828,2011,0
558648,2016,0
618868,2016,0
2036136,2013,0
631238,2016,0
1776080,2014,0
1057705,2015,0
690628,2015,0
1232583,2015,0
156081,2016,0
2880292,2011,0
119877,2016,0
289910,2016,0
103523,2016,0
2635048,2012,0
725829,2015,0
1714481,2014,0
233221,2016,0
856327,2015,0
2739274,2011,0
611649,2016,0
1120657,2015,0
458631,2016,0
2121417,2013,0
640246,2016,0
1184486,2015,0
2075385,2013,0
1085651,2015,0
1928382,2013,0
2597054,2012,0
366090,2016,0
1201886,2015,0
2787118,2011,0
1418818,2014,0
52260,2016,0
361400,2016,0
473239,2016,0
2313959,2012,0
1762152,2014,0
2013873,2013,0
871003,2015,0
2533644,2012,0
2592856,2012,0
1270007,2014,0
1888629,2013,0
1665847,2014,0
2131775,2013,0
1517813,2014,0
1400657,2014,0
2357547,2012,0
1378846,2014,0
2509665,2012,0
2155296,2013,0
168162,2016,0
1600911,2014,0
2211333,2013,0
500019,2016,0
1159456,2015,0
808628,2015,0
337481,2016,0
1653815,2014,0
2848577,2011,0
223617,2016,0
756375,2015,0
1094841,2015,0
286200,2016,0
1142442,2015,0
1368027,2014,0
1109915,2015,0
1403512,2014,0
1250688,2015,0
1153915,2015,0
636350,2016,0
1706380,2014,0
2422793,2012,0
1576053,2014,0
2485962,2012,0
1849769,2013,0
2096259,2013,0
1505490,2014,0
665582,2015,0
614956,2016,0
1945295,2013,0
203186,2016,0
2338077,2012,0
903967,2015,0
2335498,2012,0
992289,2015,0
1873392,2013,0
2229185,2012,0
1585389,2014,0
1354583,2014,0
1296661,2014,0
1461055,2014,0
2504520,2012,0
1342374,2014,0
1090779,2015,0
738728,2015,0
2385850,2012,0
1081807,2015,0
693854,2015,0
2669364,2011,0
75507,2016,0
1319758,2014,0
1131848,2015,0
1576670,2014,0
1242786,2015,0
2379746,2012,0
2890890,2011,0
2191441,2013,0
2023756,2013,0
861650,2015,0
477984,2016,0
626666,2016,0
2624906,2012,0
1104960,2015,0
178285,2016,0
2419386,2012,0
414281,2016,0
1425657,2014,0
2557677,2012,0
803830,2015,0
327053,2016,0
203482,2016,0
1471799,2014,0
871817,2015,0
2246980,2012,0
2324164,2012,0
1496328,2014,0
1735711,2014,0
2880422,2011,0
1017799,2015,0
1940917,2013,0
2424688,2012,0
452799,2016,0
668895,2015,0
936642,2015,0
1216293,2015,0
1757284,2014,0
1698309,2014,0
1346899,2014,0
2480992,2012,0
2982377,2011,0
2144903,2013,0
386339,2016,0
2677887,2011,0
2831299,2011,0
1864944,2013,0
803524,2015,0
128821,2016,0
2743383,2011,0
651104,2015,0
1734219,2014,0
1332321,2014,0
930917,2015,0
509743,2016,0
2808109,2011,0
1313753,2014,0
2160966,2013,0
1680764,2014,0
1423109,2014,0
422603,2016,0
2697128,2011,0
1542780,2014,0
2013836,2013,0
389326,2016,0
890801,2015,0
1673982,2014,0
2207574,2013,0
2279714,2012,0
394152,2016,0
2976624,2011,0
2004803,2013,0
556698,2016,0
993148,2015,0
905795,2015,0
402807,2016,0
2876316,2011,0
1207625,2015,0
1102372,2015,0
1048938,2015,0
2792649,2011,0
1378493,2014,0
87300,2016,0
2591034,2012,0
983142,2015,0
2369322,2012,0
2865560,2011,0
314756,2016,0
2986404,2011,0
1002441,2015,0
1475838,2014,0
1304223,2014,0
1177739,2015,0
2955169,2011,0
2096787,2013,0
2838018,2011,0
751972,2015,0
470267,2016,0
2672352,2011,0
1858328,2013,0
2992170,2011,0
707657,2015,0
1020093,2015,0
1787342,2013,0
966928,2015,0
2783758,2011,0
2026210,2013,0
989575,2015,0
1394323,2014,0
2377987,2012,0
2059088,2013,0
79088,2016,0
791143,2015,0
1511150,2014,0
287622,2016,0
2533855,2012,0
1117462,2015,0
15747,2016,0
260348,2016,0
944188,2015,0
2071140,2013,0
2285643,2012,0
1307998,2014,0
1504891,2014,0
353434,2016,0
345951,2016,0
781248,2015,0
1408654,2014,0
2220979,2013,0
1920611,2013,0
2844616,2011,0
1520665,2014,0
1033012,2015,0
1540043,2014,0
146157,2016,0
613020,2016,0
1159730,2015,0
527791,2016,0
2824841,2011,0
1540320,2014,0
1024556,2015,0
3560,2016,0
2907666,2011,0
1955576,2013,0
2624796,2012,0
2121550,2013,0
1783201,2014,0
2891290,2011,0
653859,2015,0
2477177,2012,0
1984808,2013,0
1471076,2014,0
1640537,2014,0
2865749,2011,0
599794,2016,0
1110503,2015,0
2409203,2012,0
2149372,2013,0
1034903,2015,0
707632,2015,0
2152594,2013,0
1125984,2015,0
2827756,2011,0
523523,2016,0
1813816,2013,0
2209428,2013,0
1343763,2014,0
566981,2016,0
232871,2016,0
732080,2015,0
2967034,2011,0
3048,2016,0
313703,2016,0
608094,2016,0
2857579,2011,0
1969732,2013,0
655757,2015,0
1522842,2014,0
115833,2016,0
2713655,2011,0
2460399,2012,0
407821,2016,0
2572963,2012,0
69462,2016,0
1982058,2013,0
523980,2016,0
1707261,2014,0
2086164,2013,0
1398974,2014,0
140387,2016,0
2536289,2012,0
639824,2016,0
1560941,2014,0
465595,2016,0
2417181,2012,0
2970110,2011,0
2219511,2013,0
2984399,2011,0
2309186,2012,0
1746592,2014,0
2956805,2011,0
1128640,2015,0
1612204,2014,0
68745,2016,0
855149,2015,0
591676,2016,0
2975581,2011,0
1812458,2013,0
365735,2016,0
1091148,2015,0
1055279,2015,0
237016,2016,0
222798,2016,0
338304,2016,0
1659112,2014,0
944953,2015,0
2475278,2012,0
1918042,2013,0
2529034,2012,0
2298120,2012,0
803885,2015,0
1907608,2013,0
1408674,2014,0
725179,2015,0
1842407,2013,0
1224947,2015,0
902841,2015,0
2023998,2013,0
1285043,2014,0
1682136,2014,0
2501943,2012,0
2151170,2013,0
1226950,2015,0
655136,2015,0
2253059,2012,0
1583359,2014,0
781898,2015,0
456205,2016,0
2362225,2012,0
2543540,2012,0
597044,2016,0
793394,2015,0
2044206,2013,0
1632467,2014,0
45733,2016,0
721084,2015,0
1231378,2015,0
2759783,2011,0
1364142,2014,0
2212140,2013,0
1289682,2014,0
904660,2015,0
144035,2016,0
2071391,2013,0
285474,2016,0
2202551,2013,0
465293,2016,0
1509416,2014,0
211767,2016,0
148233,2016,0
558995,2016,0
1697816,2014,0
515462,2016,0
353842,2016,0
2935355,2011,0
2012021,2013,0
1178690,2015,0
1310050,2014,0
2122353,2013,0
975031,2015,0
987568,2015,0
376253,2016,0
2434349,2012,0
1140959,2015,0
2443000,2012,0
481902,2016,0
2215499,2013,0
2086378,2013,0
600179,2016,0
737896,2015,0
903490,2015,0
2896699,2011,0
417347,2016,0
2171175,2013,0
2505709,2012,0
1524896,2014,0
1452410,2014,0
2317864,2012,0
765446,2015,0
1906728,2013,0
2142519,2013,0
2327680,2012,0
1174735,2015,0
1330557,2014,0
1262218,2015,0
2012606,2013,0
2921985,2011,0
485435,2016,0
1771451,2014,0
2682436,2011,0
1646373,2014,0
1818137,2013,0
1858486,2013,0
3857,2016,0
677249,2015,0
1045502,2015,0
2241110,2012,0
700862,2015,0
89736,2016,0
473195,2016,0
1483168,2014,0
343679,2016,0
2335362,2012,0
17710,2016,0
1175398,2015,0
2082544,2013,0
1059891,2015,0
1375040,2014,0
496056,2016,0
328796,2016,0
1818704,2013,0
1009637,2015,0
2207513,2013,0
290529,2016,0
380476,2016,0
2275073,2012,0
2981766,2011,0
2021340,2013,0
2285327,2012,0
1412995,2014,0
2098254,2013,0
727816,2015,0
1275954,2014,0
2102115,2013,0
1011491,2015,0
1008195,2015,0
603249,2016,0
1941879,2013,0
2146300,2013,0
1833677,2013,0
1399048,2014,0
1708463,2014,0
1382851,2014,0
2381390,2012,0
567971,2016,0
2560957,2012,0
1736536,2014,0
1325149,2014,0
1511711,2014,0
983474,2015,0
2697793,2011,0
20198,2016,0
279744,2016,0
2576783,2012,0
676320,2015,0
458391,2016,0
2371377,2012,0
1537466,2014,0
2198523,2013,0
2992724,2011,0
2012788,2013,0
2299331,2012,0
2608774,2012,0
872636,2015,0
2889102,2011,0
2914825,2011,0
969791,2015,0
1344374,2014,0
873328,2015,0
417034,2016,0
1545455,2014,0
1448487,2014,0
1960799,2013,0
2501969,2012,0
2615267,2012,0
1912035,2013,0
1900106,2013,0
2257665,2012,0
2066792,2013,0
1540366,2014,0
1951132,2013,0
1325597,2014,0
595931,2016,0
1550494,2014,0
1459121,2014,0
2960355,2011,0
2180540,2013,0
1312829,2014,0
143801,2016,0
48572,2016,0
963950,2015,0
2204155,2013,0
2595413,2012,0
635183,2016,0
281518,2016,0
418841,2016,0
141294,2016,0
514150,2016,0
2464943,2012,0
1537011,2014,0
1351115,2014,0
1124924,2015,0
1152051,2015,0
2656969,2011,0
2248424,2012,0
2440672,2012,0
1620401,2014,0
2543901,2012,0
251686,2016,0
673899,2015,0
132044,2016,0
2612747,2012,0
2429215,2012,0
11970,2016,0
2694814,2011,0
493075,2016,0
1933752,2013,0
764453,2015,0
2680413,2011,0
1799962,2013,0
1655057,2014,0
2933141,2011,0
277964,2016,0
1148815,2015,0
1380035,2014,0
13476,2016,0
221907,2016,0
1295469,2014,0
219864,2016,0
2305555,2012,0
1804501,2013,0
2079220,2013,0
485762,2016,0
2823232,2011,0
1584300,2014,0
380189,2016,0
242949,2016,0
497082,2016,0
1575121,2014,0
1133834,2015,0
1932898,2013,0
1767797,2014,0
1679371,2014,0
1881931,2013,0
2857246,2011,0
1185562,2015,0
2375048,2012,0
580203,2016,0
1801259,2013,0
120618,2016,0
548813,2016,0
2135581,2013,0
91823,2016,0
1234551,2015,0
1118162,2015,0
2200379,2013,0
1808698,2013,0
588646,2016,0
691038,2015,0
122697,2016,0
601290,2016,0
2952283,2011,0
2935666,2011,0
2438443,2012,0
61091,2016,0
1437712,2014,0
125668,2016,0
2738909,2011,0
1240248,2015,0
2959991,2011,0
2137675,2013,0
2546015,2012,0
2364183,2012,0
2369887,2012,0
21565,2016,0
674557,2015,0
1345510,2014,0
269539,2016,0
1246930,2015,0
342252,2016,0
1044036,2015,0
603890,2016,0
2850203,2011,0
1889039,2013,0
229083,2016,0
755330,2015,0
2078439,2013,0
19979,2016,0
2202425,2013,0
1467307,2014,0
2525018,2012,0
