,YEAR,PREVAILING_WAGE
2517506,2012,0
2886169,2011,0
1151391,2015,0
2249806,2012,0
292450,2016,0
1468224,2014,0
811490,2015,0
172184,2016,0
1437706,2014,0
2931669,2011,0
2201295,2013,0
2904118,2011,0
625679,2016,0
308305,2016,0
1854806,2013,0
407205,2016,0
2235870,2012,0
2694433,2011,0
586442,2016,0
2133611,2013,0
950368,2015,0
2648234,2011,0
1519117,2014,0
1578396,2014,0
231305,2016,0
903080,2015,0
2707504,2011,0
1635478,2014,0
49262,2016,0
204312,2016,0
1984335,2013,0
1504396,2014,0
2025301,2013,0
1623491,2014,0
160359,2016,0
1332027,2014,0
679038,2015,0
657163,2015,0
219327,2016,0
93702,2016,0
2500475,2012,0
1560281,2014,0
1233592,2015,0
2337948,2012,0
476577,2016,0
954938,2015,0
2328992,2012,0
2819329,2011,0
2861082,2011,0
171654,2016,0
2075546,2013,0
2780679,2011,0
172192,2016,0
2846850,2011,0
981893,2015,0
1165591,2015,0
2915108,2011,0
898898,2015,0
1933466,2013,0
2798124,2011,0
1111125,2015,0
998655,2015,0
37621,2016,0
2521196,2012,0
1234878,2015,0
1414275,2014,0
550237,2016,0
976606,2015,0
802126,2015,0
2531362,2012,0
2121282,2013,0
2103324,2013,0
1876014,2013,0
1861147,2013,0
282070,2016,0
973380,2015,0
703152,2015,0
2787597,2011,0
1605606,2014,0
2461253,2012,0
676249,2015,0
869881,2015,0
2731913,2011,0
969575,2015,0
1671031,2014,0
1023854,2015,0
1518570,2014,0
948634,2015,0
2108381,2013,0
877179,2015,0
253874,2016,0
2947469,2011,0
2191239,2013,0
2762464,2011,0
205646,2016,0
1744777,2014,0
1252038,2015,0
2033355,2013,0
1172264,2015,0
1364930,2014,0
124162,2016,0
2880924,2011,0
1959726,2013,0
2215279,2013,0
313428,2016,0
2784279,2011,0
1487460,2014,0
661,2016,0
333623,2016,0
2055536,2013,0
682694,2015,0
1833498,2013,0
220319,2016,0
899375,2015,0
1645696,2014,0
1308312,2014,0
2983647,2011,0
678797,2015,0
2605974,2012,0
2418835,2012,0
1295296,2014,0
2844053,2011,0
2260300,2012,0
150355,2016,0
1689380,2014,0
106362,2016,0
2087648,2013,0
1655226,2014,0
1037884,2015,0
408612,2016,0
1115024,2015,0
1089447,2015,0
223757,2016,0
2443001,2012,0
118451,2016,0
2467085,2012,0
1754110,2014,0
2952230,2011,0
2305352,2012,0
1353465,2014,0
865319,2015,0
1668251,2014,0
2940309,2011,0
2629065,2012,0
471028,2016,0
479206,2016,0
2579199,2012,0
1826705,2013,0
2063086,2013,0
931377,2015,0
618015,2016,0
622738,2016,0
805669,2015,0
2081253,2013,0
941130,2015,0
765473,2015,0
1253423,2015,0
1196101,2015,0
427970,2016,0
1462198,2014,0
2230798,2012,0
1086850,2015,0
2672223,2011,0
229503,2016,0
648244,2015,0
1252982,2015,0
2177179,2013,0
2571381,2012,0
199147,2016,0
2036672,2013,0
2169458,2013,0
1456214,2014,0
2746687,2011,0
2681872,2011,0
1111827,2015,0
1173986,2015,0
2956785,2011,0
878886,2015,0
828002,2015,0
1910133,2013,0
1261130,2015,0
65055,2016,0
1010867,2015,0
2561944,2012,0
1650547,2014,0
108946,2016,0
2207829,2013,0
303395,2016,0
2938351,2011,0
2718570,2011,0
2477659,2012,0
801705,2015,0
68966,2016,0
2342049,2012,0
1974965,2013,0
1238139,2015,0
2215470,2013,0
2863331,2011,0
339493,2016,0
2545833,2012,0
1436231,2014,0
2370707,2012,0
416372,2016,0
1534512,2014,0
1665780,2014,0
1108098,2015,0
525901,2016,0
1038320,2015,0
2299152,2012,0
539034,2016,0
2158790,2013,0
2392404,2012,0
2773617,2011,0
1361156,2014,0
1709150,2014,0
2752659,2011,0
2571297,2012,0
1736105,2014,0
188720,2016,0
2631470,2012,0
2427359,2012,0
176538,2016,0
2708404,2011,0
2041151,2013,0
2157590,2013,0
1425128,2014,0
1403519,2014,0
2960217,2011,0
833274,2015,0
2133005,2013,0
784822,2015,0
1822545,2013,0
299105,2016,0
831803,2015,0
314876,2016,0
2912764,2011,0
1652705,2014,0
1788194,2013,0
2317047,2012,0
2117726,2013,0
858628,2015,0
1301710,2014,0
198900,2016,0
2240703,2012,0
1504423,2014,0
2915839,2011,0
1252394,2015,0
1528275,2014,0
2205322,2013,0
299560,2016,0
1368326,2014,0
353770,2016,0
1919183,2013,0
2880258,2011,0
1814813,2013,0
2952649,2011,0
1440447,2014,0
1453572,2014,0
1460888,2014,0
1736737,2014,0
651815,2015,0
2128409,2013,0
816364,2015,0
442139,2016,0
1921600,2013,0
1636813,2014,0
19739,2016,0
2915847,2011,0
1438884,2014,0
771229,2015,0
2271232,2012,0
2245706,2012,0
2031567,2013,0
2662057,2011,0
214780,2016,0
219936,2016,0
2582422,2012,0
141872,2016,0
2803658,2011,0
2133313,2013,0
131369,2016,0
2411052,2012,0
1255120,2015,0
2323540,2012,0
2269600,2012,0
2457782,2012,0
799459,2015,0
1439588,2014,0
1518116,2014,0
1695084,2014,0
2429897,2012,0
1842381,2013,0
1311912,2014,0
796394,2015,0
1437536,2014,0
2724289,2011,0
263621,2016,0
620932,2016,0
405392,2016,0
2092055,2013,0
1686350,2014,0
1711851,2014,0
556769,2016,0
2946726,2011,0
2571275,2012,0
2457566,2012,0
2472370,2012,0
9316,2016,0
2676409,2011,0
2432543,2012,0
1872407,2013,0
2464081,2012,0
1585455,2014,0
764807,2015,0
2119379,2013,0
486503,2016,0
1616621,2014,0
350741,2016,0
1449629,2014,0
134225,2016,0
329379,2016,0
2809846,2011,0
216579,2016,0
1200343,2015,0
1186606,2015,0
1990913,2013,0
1382999,2014,0
534295,2016,0
1144416,2015,0
2213192,2013,0
2384121,2012,0
2136834,2013,0
281927,2016,0
900719,2015,0
1174219,2015,0
2177394,2013,0
1083902,2015,0
1062979,2015,0
46775,2016,0
1183486,2015,0
724976,2015,0
1172287,2015,0
768041,2015,0
733278,2015,0
2308775,2012,0
930201,2015,0
267297,2016,0
1044782,2015,0
1414556,2014,0
47070,2016,0
2691102,2011,0
2479627,2012,0
1432972,2014,0
2636055,2012,0
2369813,2012,0
1639532,2014,0
162208,2016,0
2489877,2012,0
1204910,2015,0
10553,2016,0
1206820,2015,0
2545626,2012,0
2327248,2012,0
1614558,2014,0
2773949,2011,0
568455,2016,0
764582,2015,0
1167371,2015,0
314907,2016,0
1736665,2014,0
885949,2015,0
437575,2016,0
1904464,2013,0
686494,2015,0
959179,2015,0
2507969,2012,0
266813,2016,0
2498526,2012,0
2478157,2012,0
955530,2015,0
1559856,2014,0
126653,2016,0
2850758,2011,0
2640039,2012,0
2826773,2011,0
481031,2016,0
1315121,2014,0
552984,2016,0
238868,2016,0
1397436,2014,0
2306655,2012,0
2065469,2013,0
2239353,2012,0
2580328,2012,0
1706009,2014,0
1944598,2013,0
2807992,2011,0
2246293,2012,0
44173,2016,0
2374256,2012,0
2828394,2011,0
802610,2015,0
2825105,2011,0
2098668,2013,0
2142722,2013,0
758186,2015,0
2509516,2012,0
2136971,2013,0
2781882,2011,0
2309012,2012,0
532061,2016,0
725888,2015,0
1062558,2015,0
368737,2016,0
700476,2015,0
949833,2015,0
2890796,2011,0
1849054,2013,0
176149,2016,0
1768509,2014,0
401963,2016,0
932954,2015,0
1908429,2013,0
2083086,2013,0
676995,2015,0
695535,2015,0
1333542,2014,0
1643440,2014,0
532403,2016,0
374980,2016,0
2452966,2012,0
2798212,2011,0
53040,2016,0
2363132,2012,0
1662112,2014,0
1852060,2013,0
609633,2016,0
753942,2015,0
2789229,2011,0
1735747,2014,0
481304,2016,0
417143,2016,0
2574145,2012,0
243568,2016,0
1780278,2014,0
1928898,2013,0
1157659,2015,0
637909,2016,0
571575,2016,0
1779888,2014,0
1133129,2015,0
1916426,2013,0
2651143,2011,0
1405380,2014,0
2388121,2012,0
2989072,2011,0
2110471,2013,0
1210938,2015,0
2499751,2012,0
23666,2016,0
1037582,2015,0
2497294,2012,0
2131456,2013,0
741886,2015,0
443766,2016,0
1549343,2014,0
472360,2016,0
2699801,2011,0
1137050,2015,0
2019908,2013,0
373085,2016,0
2886759,2011,0
890168,2015,0
1180474,2015,0
1577226,2014,0
2772649,2011,0
2785384,2011,0
1297347,2014,0
2622238,2012,0
482991,2016,0
1870207,2013,0
690529,2015,0
1311099,2014,0
1186421,2015,0
2876037,2011,0
618022,2016,0
2372801,2012,0
1285297,2014,0
2578544,2012,0
807214,2015,0
1330819,2014,0
883331,2015,0
672825,2015,0
2826653,2011,0
49045,2016,0
1881867,2013,0
1364458,2014,0
1786641,2013,0
1566580,2014,0
1179100,2015,0
1815638,2013,0
327066,2016,0
221045,2016,0
1752068,2014,0
1598772,2014,0
80657,2016,0
1172151,2015,0
759472,2015,0
384779,2016,0
1596408,2014,0
2580617,2012,0
2987447,2011,0
1570282,2014,0
1663799,2014,0
669236,2015,0
620611,2016,0
1349775,2014,0
827459,2015,0
2506539,2012,0
2295226,2012,0
2802117,2011,0
2742975,2011,0
830564,2015,0
1640647,2014,0
2344122,2012,0
21245,2016,0
1213661,2015,0
1476364,2014,0
7201,2016,0
166377,2016,0
1629425,2014,0
854101,2015,0
54300,2016,0
2356659,2012,0
4850,2016,0
1816775,2013,0
2234233,2012,0
1825406,2013,0
1341990,2014,0
2430749,2012,0
1942555,2013,0
1180487,2015,0
1876597,2013,0
2899380,2011,0
617212,2016,0
622744,2016,0
92787,2016,0
251024,2016,0
2854673,2011,0
1279436,2014,0
1042395,2015,0
2600958,2012,0
1141169,2015,0
2251387,2012,0
997961,2015,0
280905,2016,0
2583634,2012,0
794690,2015,0
458768,2016,0
620374,2016,0
1944280,2013,0
1677849,2014,0
2355025,2012,0
1539596,2014,0
2578707,2012,0
2284607,2012,0
731901,2015,0
687361,2015,0
1269384,2014,0
672459,2015,0
688795,2015,0
2192381,2013,0
1785687,2014,0
1476695,2014,0
2124604,2013,0
574319,2016,0
2051502,2013,0
2863988,2011,0
1576865,2014,0
780045,2015,0
2421822,2012,0
743144,2015,0
88770,2016,0
2582865,2012,0
462657,2016,0
69957,2016,0
1163448,2015,0
269979,2016,0
2717863,2011,0
436469,2016,0
2144705,2013,0
1504929,2014,0
104595,2016,0
1020569,2015,0
1942941,2013,0
2880716,2011,0
1347439,2014,0
545025,2016,0
1375006,2014,0
1205175,2015,0
199095,2016,0
981606,2015,0
1258532,2015,0
2160867,2013,0
2303124,2012,0
248243,2016,0
2192708,2013,0
511373,2016,0
239167,2016,0
2760959,2011,0
1949600,2013,0
2783455,2011,0
2433219,2012,0
1426464,2014,0
753900,2015,0
125721,2016,0
916690,2015,0
2116416,2013,0
2893201,2011,0
1565359,2014,0
1534650,2014,0
793123,2015,0
1319804,2014,0
2001987,2013,0
249942,2016,0
1345578,2014,0
1573798,2014,0
2941116,2011,0
279709,2016,0
2770801,2011,0
342595,2016,0
1785609,2014,0
1765788,2014,0
794203,2015,0
2888925,2011,0
68951,2016,0
1752085,2014,0
2043896,2013,0
2098339,2013,0
2310740,2012,0
1817010,2013,0
1388424,2014,0
637987,2016,0
2375133,2012,0
196185,2016,0
736284,2015,0
430540,2016,0
1446504,2014,0
156592,2016,0
343297,2016,0
1383496,2014,0
2741689,2011,0
1458471,2014,0
2310381,2012,0
2381233,2012,0
251895,2016,0
1091288,2015,0
691069,2015,0
637688,2016,0
959414,2015,0
2542234,2012,0
822352,2015,0
2156840,2013,0
1273355,2014,0
1987383,2013,0
48063,2016,0
1744939,2014,0
618618,2016,0
2415283,2012,0
1152152,2015,0
68324,2016,0
1234237,2015,0
1749388,2014,0
1866092,2013,0
2326207,2012,0
1951592,2013,0
2843397,2011,0
2776152,2011,0
421898,2016,0
1601193,2014,0
818499,2015,0
1568612,2014,0
1252266,2015,0
1710478,2014,0
247424,2016,0
767674,2015,0
1855093,2013,0
1040355,2015,0
2868924,2011,0
166120,2016,0
1798811,2013,0
190017,2016,0
366758,2016,0
777547,2015,0
282179,2016,0
607550,2016,0
2633438,2012,0
2101629,2013,0
752902,2015,0
2253886,2012,0
1563017,2014,0
183977,2016,0
2836003,2011,0
603574,2016,0
1874942,2013,0
628779,2016,0
1040737,2015,0
2012009,2013,0
772514,2015,0
1873491,2013,0
1573948,2014,0
991600,2015,0
1070513,2015,0
437360,2016,0
198877,2016,0
2956340,2011,0
2063794,2013,0
379021,2016,0
2887443,2011,0
443906,2016,0
753810,2015,0
1899182,2013,0
1523502,2014,0
2043942,2013,0
1234674,2015,0
2469685,2012,0
365493,2016,0
840608,2015,0
2676161,2011,0
574619,2016,0
299456,2016,0
297221,2016,0
979237,2015,0
1442544,2014,0
2977550,2011,0
1746675,2014,0
964563,2015,0
2829822,2011,0
2075961,2013,0
2396376,2012,0
2405789,2012,0
1068823,2015,0
2817534,2011,0
2508373,2012,0
1474913,2014,0
1545738,2014,0
2371363,2012,0
714187,2015,0
2680448,2011,0
502376,2016,0
1979838,2013,0
1543950,2014,0
2139006,2013,0
882442,2015,0
1273446,2014,0
1967811,2013,0
1902565,2013,0
1358964,2014,0
1188119,2015,0
411906,2016,0
1177125,2015,0
2802263,2011,0
769926,2015,0
2599691,2012,0
960046,2015,0
565349,2016,0
1473576,2014,0
2982961,2011,0
2681159,2011,0
1551585,2014,0
954061,2015,0
1101182,2015,0
264331,2016,0
1263912,2015,0
1747537,2014,0
490818,2016,0
1371295,2014,0
1369441,2014,0
561159,2016,0
2040900,2013,0
242883,2016,0
660567,2015,0
1183601,2015,0
2174275,2013,0
1027583,2015,0
1787933,2013,0
1327281,2014,0
1581452,2014,0
1367596,2014,0
1336715,2014,0
1883513,2013,0
619533,2016,0
2191780,2013,0
1038299,2015,0
2708446,2011,0
1882400,2013,0
2624942,2012,0
2764998,2011,0
1811643,2013,0
2965247,2011,0
360764,2016,0
1828571,2013,0
2585007,2012,0
1163433,2015,0
1549970,2014,0
742165,2015,0
2787331,2011,0
350227,2016,0
2099196,2013,0
194583,2016,0
1629929,2014,0
2809041,2011,0
2408920,2012,0
2647969,2011,0
2906041,2011,0
1850610,2013,0
1151989,2015,0
1926690,2013,0
2859613,2011,0
2674143,2011,0
1398668,2014,0
2178209,2013,0
2801911,2011,0
1053920,2015,0
2314451,2012,0
356984,2016,0
2364787,2012,0
527480,2016,0
2644576,2011,0
860508,2015,0
1527056,2014,0
2179867,2013,0
793226,2015,0
7036,2016,0
1790568,2013,0
1051256,2015,0
303104,2016,0
1342104,2014,0
963708,2015,0
1987336,2013,0
508599,2016,0
407664,2016,0
1009671,2015,0
2538231,2012,0
1049366,2015,0
2403478,2012,0
2897676,2011,0
2959988,2011,0
729389,2015,0
826738,2015,0
1388038,2014,0
1536062,2014,0
1735237,2014,0
1484107,2014,0
259019,2016,0
1894443,2013,0
1585282,2014,0
2451256,2012,0
2809947,2011,0
2590845,2012,0
499380,2016,0
1288605,2014,0
684684,2015,0
2659372,2011,0
2669335,2011,0
996263,2015,0
1264259,2015,0
1749952,2014,0
1813198,2013,0
1297000,2014,0
894300,2015,0
756964,2015,0
2656572,2011,0
102388,2016,0
2522180,2012,0
494123,2016,0
2024882,2013,0
1111960,2015,0
1170112,2015,0
955156,2015,0
1072721,2015,0
1819684,2013,0
1604891,2014,0
1723985,2014,0
224596,2016,0
2966538,2011,0
1469579,2014,0
2568174,2012,0
54821,2016,0
1411878,2014,0
1819666,2013,0
2352800,2012,0
2868145,2011,0
2624004,2012,0
1979694,2013,0
8076,2016,0
100139,2016,0
1333691,2014,0
2076771,2013,0
1767402,2014,0
1522934,2014,0
493902,2016,0
2645442,2011,0
612540,2016,0
802618,2015,0
621503,2016,0
72015,2016,0
2755237,2011,0
502846,2016,0
2757567,2011,0
1010138,2015,0
59861,2016,0
1566072,2014,0
1815838,2013,0
1189663,2015,0
974002,2015,0
1652866,2014,0
1000612,2015,0
2953041,2011,0
643118,2016,0
2759746,2011,0
400545,2016,0
556597,2016,0
46572,2016,0
39703,2016,0
1078406,2015,0
555013,2016,0
963462,2015,0
2093148,2013,0
565458,2016,0
2096996,2013,0
735887,2015,0
2836614,2011,0
1438050,2014,0
2078131,2013,0
2027722,2013,0
2811748,2011,0
1836176,2013,0
204439,2016,0
1738618,2014,0
792398,2015,0
2439103,2012,0
1011342,2015,0
2976363,2011,0
1000014,2015,0
2706863,2011,0
1364205,2014,0
2011989,2013,0
1820184,2013,0
1114783,2015,0
651808,2015,0
2124420,2013,0
1525825,2014,0
2141116,2013,0
25686,2016,0
1105367,2015,0
2697394,2011,0
245725,2016,0
781866,2015,0
2666101,2011,0
2516932,2012,0
1970573,2013,0
1982916,2013,0
805115,2015,0
603682,2016,0
1531235,2014,0
2905229,2011,0
1779726,2014,0
496843,2016,0
2119567,2013,0
1837668,2013,0
1171404,2015,0
1682926,2014,0
477576,2016,0
607904,2016,0
305826,2016,0
755597,2015,0
2281820,2012,0
2423323,2012,0
2205457,2013,0
1371381,2014,0
301271,2016,0
1697084,2014,0
2986326,2011,0
1868458,2013,0
577698,2016,0
1302924,2014,0
2183927,2013,0
2306098,2012,0
852469,2015,0
657847,2015,0
627823,2016,0
1007956,2015,0
1352455,2014,0
2503859,2012,0
140029,2016,0
820996,2015,0
2966680,2011,0
1644942,2014,0
1990918,2013,0
2170952,2013,0
1189791,2015,0
2165707,2013,0
2787838,2011,0
2972059,2011,0
1180710,2015,0
2343985,2012,0
1617654,2014,0
1423290,2014,0
438798,2016,0
2585862,2012,0
1645471,2014,0
2844942,2011,0
173687,2016,0
869091,2015,0
1102744,2015,0
2459400,2012,0
1857190,2013,0
1419182,2014,0
2377615,2012,0
2574530,2012,0
1523189,2014,0
2034562,2013,0
882988,2015,0
2772276,2011,0
414157,2016,0
549059,2016,0
2070688,2013,0
1305553,2014,0
867777,2015,0
77872,2016,0
203258,2016,0
1775719,2014,0
2541238,2012,0
2538375,2012,0
2666481,2011,0
1794856,2013,0
939279,2015,0
1969757,2013,0
2646507,2011,0
961605,2015,0
2933284,2011,0
250361,2016,0
1364949,2014,0
1991592,2013,0
692514,2015,0
1974324,2013,0
2876450,2011,0
2980442,2011,0
1047650,2015,0
429057,2016,0
1187886,2015,0
2539321,2012,0
516086,2016,0
2159698,2013,0
2846995,2011,0
2357752,2012,0
1002635,2015,0
1871663,2013,0
2841664,2011,0
513324,2016,0
1981721,2013,0
1819282,2013,0
2531795,2012,0
1234457,2015,0
2350095,2012,0
363801,2016,0
617569,2016,0
224821,2016,0
1365756,2014,0
2980663,2011,0
45706,2016,0
1122714,2015,0
2344241,2012,0
2916580,2011,0
2922673,2011,0
2575652,2012,0
33397,2016,0
1921594,2013,0
2673875,2011,0
1552732,2014,0
2656294,2011,0
1795565,2013,0
2867775,2011,0
2968349,2011,0
531097,2016,0
466942,2016,0
2364743,2012,0
2622906,2012,0
2212787,2013,0
2781852,2011,0
2054301,2013,0
1536646,2014,0
673501,2015,0
394929,2016,0
2399788,2012,0
2267178,2012,0
627091,2016,0
2599940,2012,0
2759674,2011,0
2441278,2012,0
474079,2016,0
2192800,2013,0
2583715,2012,0
2923281,2011,0
593136,2016,0
2619132,2012,0
2015494,2013,0
701951,2015,0
1047356,2015,0
133344,2016,0
2350403,2012,0
204995,2016,0
162346,2016,0
498849,2016,0
2299699,2012,0
968365,2015,0
2512622,2012,0
649253,2015,0
480653,2016,0
2392380,2012,0
19272,2016,0
2552813,2012,0
200478,2016,0
2068437,2013,0
137348,2016,0
1524552,2014,0
427058,2016,0
169211,2016,0
981369,2015,0
1777337,2014,0
403905,2016,0
968544,2015,0
2710430,2011,0
2318530,2012,0
1331571,2014,0
852297,2015,0
714986,2015,0
837685,2015,0
1488333,2014,0
2909204,2011,0
2503888,2012,0
2880589,2011,0
1290845,2014,0
419554,2016,0
1799843,2013,0
2796420,2011,0
2148051,2013,0
1556116,2014,0
2310522,2012,0
555426,2016,0
245754,2016,0
1089030,2015,0
2846891,2011,0
2715277,2011,0
2300106,2012,0
1816493,2013,0
1606573,2014,0
666004,2015,0
1579447,2014,0
904845,2015,0
182491,2016,0
2509846,2012,0
1201124,2015,0
1756127,2014,0
1536436,2014,0
2666016,2011,0
358709,2016,0
2578198,2012,0
1858618,2013,0
1722285,2014,0
1446082,2014,0
2974789,2011,0
2831313,2011,0
1099877,2015,0
316347,2016,0
147259,2016,0
2387536,2012,0
1303484,2014,0
557972,2016,0
605778,2016,0
2129226,2013,0
2039560,2013,0
2759708,2011,0
793333,2015,0
1516209,2014,0
1553001,2014,0
1119200,2015,0
1146874,2015,0
1440996,2014,0
2453889,2012,0
42403,2016,0
1368279,2014,0
2763994,2011,0
14836,2016,0
2177339,2013,0
2576497,2012,0
132661,2016,0
159245,2016,0
1081624,2015,0
998200,2015,0
2086868,2013,0
1144115,2015,0
2394759,2012,0
2127214,2013,0
344663,2016,0
875709,2015,0
448486,2016,0
2609116,2012,0
657068,2015,0
2538882,2012,0
34423,2016,0
657918,2015,0
1082712,2015,0
2679394,2011,0
2292410,2012,0
2053680,2013,0
1678370,2014,0
568992,2016,0
1371869,2014,0
2080338,2013,0
1871917,2013,0
1709944,2014,0
264333,2016,0
650244,2015,0
2414360,2012,0
2593797,2012,0
1036621,2015,0
2300733,2012,0
788467,2015,0
2880081,2011,0
1411085,2014,0
1582511,2014,0
1123574,2015,0
1672016,2014,0
1842578,2013,0
2933522,2011,0
2426313,2012,0
1015266,2015,0
236354,2016,0
1457873,2014,0
158004,2016,0
315544,2016,0
2299462,2012,0
2020795,2013,0
1073291,2015,0
2611945,2012,0
769240,2015,0
2982448,2011,0
2017640,2013,0
203909,2016,0
2510869,2012,0
2658686,2011,0
114856,2016,0
346177,2016,0
2170742,2013,0
557023,2016,0
2954044,2011,0
1982756,2013,0
237399,2016,0
2100023,2013,0
1930946,2013,0
1418121,2014,0
1107683,2015,0
2993475,2011,0
411199,2016,0
2795879,2011,0
2662985,2011,0
529842,2016,0
488333,2016,0
718407,2015,0
74916,2016,0
1655231,2014,0
72986,2016,0
1663900,2014,0
749866,2015,0
671103,2015,0
2975284,2011,0
1561278,2014,0
1324503,2014,0
98441,2016,0
1685030,2014,0
93654,2016,0
448744,2016,0
562601,2016,0
1925227,2013,0
173519,2016,0
2077557,2013,0
1326159,2014,0
2625457,2012,0
1726910,2014,0
506344,2016,0
1144282,2015,0
679438,2015,0
1977547,2013,0
1940719,2013,0
2245009,2012,0
742414,2015,0
1487624,2014,0
1876192,2013,0
2086516,2013,0
2848035,2011,0
1278152,2014,0
1597192,2014,0
2003908,2013,0
1142536,2015,0
617938,2016,0
1270094,2014,0
2540843,2012,0
885381,2015,0
711758,2015,0
2682368,2011,0
2453786,2012,0
540686,2016,0
738059,2015,0
2408130,2012,0
1394326,2014,0
2869789,2011,0
1685988,2014,0
1508290,2014,0
2452147,2012,0
2671840,2011,0
1603492,2014,0
2762892,2011,0
698036,2015,0
854119,2015,0
2849824,2011,0
1412722,2014,0
576256,2016,0
561509,2016,0
2843966,2011,0
2615101,2012,0
374908,2016,0
2561652,2012,0
2183634,2013,0
992757,2015,0
217129,2016,0
574685,2016,0
1296032,2014,0
310867,2016,0
499509,2016,0
2488939,2012,0
1777119,2014,0
1962860,2013,0
1305848,2014,0
971507,2015,0
2310953,2012,0
1169478,2015,0
854238,2015,0
2402838,2012,0
956923,2015,0
2580653,2012,0
2451794,2012,0
272252,2016,0
1396905,2014,0
1097718,2015,0
233280,2016,0
1757121,2014,0
2033864,2013,0
1249791,2015,0
2405467,2012,0
504227,2016,0
2760691,2011,0
2729006,2011,0
406149,2016,0
321144,2016,0
918911,2015,0
1666737,2014,0
1866575,2013,0
2674711,2011,0
444543,2016,0
2036047,2013,0
2204915,2013,0
281309,2016,0
1013273,2015,0
2802207,2011,0
512613,2016,0
1800722,2013,0
737427,2015,0
1705948,2014,0
1303503,2014,0
2036410,2013,0
1558630,2014,0
1653650,2014,0
973538,2015,0
2194560,2013,0
1550706,2014,0
1978781,2013,0
397386,2016,0
78261,2016,0
422028,2016,0
2355598,2012,0
2454388,2012,0
1075810,2015,0
821811,2015,0
423849,2016,0
1829369,2013,0
1613416,2014,0
1982584,2013,0
2615513,2012,0
973694,2015,0
1555376,2014,0
1223775,2015,0
2605682,2012,0
2352907,2012,0
163408,2016,0
1352158,2014,0
1986626,2013,0
2127567,2013,0
391242,2016,0
920940,2015,0
351364,2016,0
1129032,2015,0
1774204,2014,0
2897529,2011,0
1391079,2014,0
2052903,2013,0
911107,2015,0
1885696,2013,0
2700645,2011,0
2892025,2011,0
2666646,2011,0
2907118,2011,0
205065,2016,0
1620395,2014,0
1814491,2013,0
191331,2016,0
1874032,2013,0
2732312,2011,0
738861,2015,0
1728494,2014,0
924429,2015,0
2158677,2013,0
2740827,2011,0
2258260,2012,0
2082572,2013,0
119180,2016,0
2281469,2012,0
2958008,2011,0
938471,2015,0
1325964,2014,0
1283265,2014,0
2927494,2011,0
2375093,2012,0
1131258,2015,0
1100414,2015,0
774553,2015,0
1566643,2014,0
2709747,2011,0
2339426,2012,0
896170,2015,0
2046972,2013,0
581586,2016,0
1118469,2015,0
793316,2015,0
109942,2016,0
933206,2015,0
1977023,2013,0
1338171,2014,0
948537,2015,0
361177,2016,0
1547052,2014,0
2013478,2013,0
2338162,2012,0
2022301,2013,0
1102224,2015,0
576741,2016,0
688532,2015,0
640057,2016,0
941452,2015,0
2003677,2013,0
2248924,2012,0
2666819,2011,0
2283753,2012,0
1727476,2014,0
2979554,2011,0
508508,2016,0
1658660,2014,0
863857,2015,0
1361337,2014,0
2197497,2013,0
2514689,2012,0
617508,2016,0
1063880,2015,0
267272,2016,0
1508735,2014,0
2498060,2012,0
2814519,2011,0
2631011,2012,0
727387,2015,0
769467,2015,0
2117969,2013,0
240608,2016,0
943287,2015,0
1933018,2013,0
2303721,2012,0
2709835,2011,0
678830,2015,0
2333953,2012,0
2763117,2011,0
652101,2015,0
765863,2015,0
2211289,2013,0
2029858,2013,0
353232,2016,0
1804669,2013,0
2299382,2012,0
643445,2016,0
454251,2016,0
2186494,2013,0
120806,2016,0
2364860,2012,0
2848141,2011,0
453833,2016,0
1867725,2013,0
553759,2016,0
2308758,2012,0
2504630,2012,0
2296561,2012,0
2457354,2012,0
754202,2015,0
1405209,2014,0
995133,2015,0
979613,2015,0
1345896,2014,0
1388915,2014,0
1877589,2013,0
1126216,2015,0
153270,2016,0
285374,2016,0
365154,2016,0
2623662,2012,0
1746784,2014,0
172528,2016,0
257236,2016,0
2802426,2011,0
373753,2016,0
1990408,2013,0
12747,2016,0
1256179,2015,0
2681115,2011,0
2872833,2011,0
1529355,2014,0
888537,2015,0
2286644,2012,0
1865426,2013,0
2787575,2011,0
1177120,2015,0
453672,2016,0
1782048,2014,0
1617093,2014,0
2021681,2013,0
1958237,2013,0
146435,2016,0
1678873,2014,0
469045,2016,0
1158687,2015,0
2718055,2011,0
227450,2016,0
133459,2016,0
1329212,2014,0
1948043,2013,0
1240118,2015,0
2803647,2011,0
65349,2016,0
222916,2016,0
1154488,2015,0
122102,2016,0
144422,2016,0
1810875,2013,0
1310488,2014,0
2387577,2012,0
1836792,2013,0
1666156,2014,0
1671751,2014,0
1246136,2015,0
2019322,2013,0
1826899,2013,0
1969400,2013,0
258687,2016,0
45532,2016,0
1346112,2014,0
659047,2015,0
2427790,2012,0
960080,2015,0
2194622,2013,0
2401433,2012,0
1497244,2014,0
1607783,2014,0
1173766,2015,0
739421,2015,0
1394155,2014,0
586448,2016,0
2262651,2012,0
71927,2016,0
1039579,2015,0
1099947,2015,0
2275598,2012,0
1885162,2013,0
565406,2016,0
1830999,2013,0
2722657,2011,0
487967,2016,0
2529525,2012,0
782221,2015,0
1578098,2014,0
493719,2016,0
1008868,2015,0
2371847,2012,0
38472,2016,0
1728009,2014,0
722956,2015,0
2140341,2013,0
71565,2016,0
